type	latitude	longitude	name	desc
T	50.1257051	8.6647606	lastverisongraph	Length: 0.755 km (0.469 mi)
T	50.1257533	8.6648035
T	50.1256776	8.6655546
T	50.1256983	8.6658764
T	50.1257120	8.6670137
T	50.1258977	8.6681724
T	50.1262210	8.6690736
T	50.1256157	8.6696852
T	50.1253096	8.6689341
T	50.1250586	8.6681188
T	50.1249485	8.6667723
T	50.1250448	8.6654258
T	50.1249485	8.6650932
T	50.1249469	8.6650884
T	50.1249384	8.6650542
T	50.1249381	8.6650528

type	latitude	longitude	name	desc
T	50.1256689	8.6654686	lastverisongraph	Length: 77.95 m (255.7 ft)
T	50.1256776	8.6655546
T	50.1250655	8.6654580
T	50.1250448	8.6654258

type	latitude	longitude	name	desc
T	50.1256157	8.6696852	lastverisongraph	Length: 175.9 m (577.1 ft)
T	50.1256501	8.6697207
T	50.1259115	8.6702571
T	50.1263930	8.6704932
T	50.1269226	8.6708258
T	50.1269465	8.6707938

type	latitude	longitude	name	desc
T	50.1218566	8.6671666	lastverisongraph	Length: 98.78 m (324.1 ft)
T	50.1218430	8.6671779
T	50.1219651	8.6680872
T	50.1222231	8.6680335
T	50.1222332	8.6680141

type	latitude	longitude	name	desc
T	50.1265521	8.6678699	lastverisongraph	Length: 77.15 m (253.1 ft)
T	50.1265292	8.6676944
T	50.1270863	8.6674906
T	50.1270923	8.6674906

type	latitude	longitude	name	desc
T	50.1270923	8.6674906	lastverisongraph	Length: 127.3 m (417.7 ft)
T	50.1268697	8.6675737
T	50.1269282	8.6681303
T	50.1266599	8.6682603
T	50.1265521	8.6678699

type	latitude	longitude	name	desc
T	50.1263930	8.6704932	lastverisongraph	Length: 108.5 m (356 ft)
T	50.1263467	8.6704412
T	50.1265428	8.6702936
T	50.1267904	8.6703312
T	50.1270156	8.6704975
T	50.1269465	8.6707938

type	latitude	longitude	name	desc
T	50.1259115	8.6702571	lastverisongraph	Length: 117.7 m (386.2 ft)
T	50.1262625	8.6704170
T	50.1265238	8.6700898
T	50.1263502	8.6696043

type	latitude	longitude	name	desc
T	50.1272544	8.6674079	lastverisongraph	Length: 33.47 m (109.8 ft)
T	50.1275442	8.6673208
T	50.1275487	8.6673258

type	latitude	longitude	name	desc
T	50.1270923	8.6674906	lastverisongraph	Length: 100.5 m (329.7 ft)
T	50.1270902	8.6674871
T	50.1269415	8.6664021
T	50.1269338	8.6664048
T	50.1267609	8.6664464
T	50.1267558	8.6664491

type	latitude	longitude	name	desc
T	50.1269415	8.6664021	lastverisongraph	Length: 65.33 m (214.3 ft)
T	50.1269381	8.6663941
T	50.1270258	8.6658080
T	50.1271582	8.6658871
T	50.1271434	8.6658075

type	latitude	longitude	name	desc
T	50.1290030	8.6682440	lastverisongraph	Length: 137.2 m (450.1 ft)
T	50.1291669	8.6681755
T	50.1289606	8.6668612
T	50.1287687	8.6669214

type	latitude	longitude	name	desc
T	50.1293287	8.6675189	lastverisongraph	Length: 40.61 m (133.2 ft)
T	50.1293234	8.6675398
T	50.1293752	8.6680803

type	latitude	longitude	name	desc
T	50.1256690	8.6726472	lastverisongraph	Length: 0.548 km (0.34 mi)
T	50.1256632	8.6726397
T	50.1256271	8.6725566
T	50.1240090	8.6738467
T	50.1232936	8.6736321
T	50.1221448	8.6732030
T	50.1221878	8.6740452
T	50.1227553	8.6740291
T	50.1227663	8.6740266

type	latitude	longitude	name	desc
T	50.1221448	8.6732030	lastverisongraph	Length: 0.214 km (0.133 mi)
T	50.1221431	8.6731762
T	50.1220606	8.6715990
T	50.1228792	8.6716580
T	50.1229512	8.6716646

type	latitude	longitude	name	desc
T	50.1282984	8.6653912	lastverisongraph	Length: 94.07 m (308.6 ft)
T	50.1282417	8.6650318
T	50.1280835	8.6650774
T	50.1281110	8.6653080
T	50.1282640	8.6652678
T	50.1282984	8.6653912
T	50.1282466	8.6654203

type	latitude	longitude	name	desc
T	50.1287687	8.6669214	lastverisongraph	Length: 78.31 m (256.9 ft)
T	50.1287627	8.6669361
T	50.1280835	8.6671454

type	latitude	longitude	name	desc
T	50.1279347	8.6660590	lastverisongraph	Length: 0.239 km (0.149 mi)
T	50.1279407	8.6660698
T	50.1279693	8.6663619
T	50.1279992	8.6666465
T	50.1277499	8.6667564
T	50.1277482	8.6668906
T	50.1277560	8.6669718
T	50.1273992	8.6670550
T	50.1273064	8.6665614
T	50.1279563	8.6663629
T	50.1279693	8.6663619

type	latitude	longitude	name	desc
T	50.1284155	8.6659045	lastverisongraph	Length: 177.2 m (581.4 ft)
T	50.1285771	8.6668889
T	50.1287043	8.6668433
T	50.1285771	8.6659126
T	50.1284240	8.6659582
T	50.1284155	8.6659045
T	50.1284172	8.6658917

type	latitude	longitude	name	desc
T	50.1289851	8.6682163	lastverisongraph	Length: 88.94 m (291.8 ft)
T	50.1288195	8.6682676
T	50.1288247	8.6683722
T	50.1283450	8.6685116
T	50.1283570	8.6686270

type	latitude	longitude	name	desc
T	50.1270526	8.6711311	lastverisongraph	Length: 56.74 m (186.2 ft)
T	50.1270715	8.6711564
T	50.1271833	8.6710464
T	50.1270354	8.6707836
T	50.1269718	8.6708587
T	50.1269465	8.6707938

type	latitude	longitude	name	desc
T	50.1257120	8.6670137	lastverisongraph	Length: 141.1 m (462.9 ft)
T	50.1257011	8.6669815
T	50.1255257	8.6670163
T	50.1255566	8.6671612
T	50.1256925	8.6673033
T	50.1257097	8.6674616
T	50.1256306	8.6675823
T	50.1256357	8.6677298
T	50.1258008	8.6676815
T	50.1258977	8.6681724

type	latitude	longitude	name	desc
T	50.1258977	8.6681724	lastverisongraph	Length: 97.85 m (321 ft)
T	50.1259349	8.6682904
T	50.1257458	8.6684245
T	50.1258386	8.6686954
T	50.1260209	8.6685425
T	50.1259349	8.6682904

type	latitude	longitude	name	desc
T	50.1256983	8.6658764	lastverisongraph	Length: 127.1 m (417 ft)
T	50.1256942	8.6660722
T	50.1254242	8.6660668
T	50.1254483	8.6664558
T	50.1256925	8.6664638
T	50.1256942	8.6660722

type	latitude	longitude	name	desc
T	50.1263354	8.6656718	lastverisongraph	Length: 38.23 m (125.4 ft)
T	50.1263313	8.6656632
T	50.1259968	8.6656055

type	latitude	longitude	name	desc
T	50.1257419	8.6649134	lastverisongraph	Length: 0.208 km (0.129 mi)
T	50.1251117	8.6650917
T	50.1250799	8.6653734
T	50.1256689	8.6654686
T	50.1257093	8.6649268
T	50.1257419	8.6649134
T	50.1257533	8.6648035

type	latitude	longitude	name	desc
T	50.1234076	8.6647338	lastverisongraph	Length: 16.5 m (54.13 ft)
T	50.1234086	8.6647395
T	50.1234086	8.6649621
T	50.1234093	8.6649645

type	latitude	longitude	name	desc
T	50.1258188	8.6636967	lastverisongraph	Length: 0.207 km (0.129 mi)
T	50.1259997	8.6636418
T	50.1263935	8.6632100
T	50.1265482	8.6632100
T	50.1266531	8.6634567
T	50.1258188	8.6636967

type	latitude	longitude	name	desc
T	50.1265482	8.6632100	lastverisongraph	Length: 130.6 m (428.5 ft)
T	50.1265568	8.6632127
T	50.1269626	8.6630437
T	50.1272515	8.6629042
T	50.1273392	8.6628425
T	50.1273598	8.6629418
T	50.1272240	8.6633039
T	50.1272263	8.6633193

type	latitude	longitude	name	desc
T	50.1273598	8.6629418	lastverisongraph	Length: 65.62 m (215.3 ft)
T	50.1273633	8.6629337
T	50.1274785	8.6630732
T	50.1277227	8.6631778
T	50.1279051	8.6631380

type	latitude	longitude	name	desc
T	50.1272263	8.6633193	lastverisongraph	Length: 0.27 km (0.168 mi)
T	50.1271852	8.6633349
T	50.1272488	8.6642093
T	50.1273331	8.6644105
T	50.1273623	8.6646277
T	50.1277708	8.6656324
T	50.1279514	8.6660428
T	50.1281267	8.6654795
T	50.1280856	8.6654704

type	latitude	longitude	name	desc
T	50.1275285	8.6662068	lastverisongraph	Length: 152.5 m (500.3 ft)
T	50.1275301	8.6662145
T	50.1275370	8.6662493
T	50.1273788	8.6663110
T	50.1273874	8.6663405
T	50.1276367	8.6662440
T	50.1276676	8.6665095
T	50.1275060	8.6665739
T	50.1276298	8.6672927
T	50.1275487	8.6673258

type	latitude	longitude	name	desc
T	50.1279992	8.6666465	lastverisongraph	Length: 0.242 km (0.15 mi)
T	50.1279961	8.6666517
T	50.1280820	8.6671371
T	50.1280133	8.6685694
T	50.1275610	8.6673329
T	50.1275487	8.6673258

type	latitude	longitude	name	desc
T	50.1274703	8.6688022	lastverisongraph	Length: 74.69 m (245 ft)
T	50.1274647	8.6688269
T	50.1271380	8.6695055
T	50.1271122	8.6695404
T	50.1270849	8.6694299

type	latitude	longitude	name	desc
T	50.1271895	8.6681128	lastverisongraph	Length: 96.15 m (315.5 ft)
T	50.1271483	8.6681859
T	50.1270778	8.6693419
T	50.1270849	8.6694299

type	latitude	longitude	name	desc
T	50.1278741	8.6696585	lastverisongraph	Length: 132.8 m (435.7 ft)
T	50.1278826	8.6696504
T	50.1280167	8.6695833
T	50.1281095	8.6692615
T	50.1280133	8.6685694
T	50.1283648	8.6684357

type	latitude	longitude	name	desc
T	50.1283039	8.6704819	lastverisongraph	Length: 92.68 m (304.1 ft)
T	50.1283051	8.6704862
T	50.1283136	8.6704941
T	50.1283039	8.6704819
T	50.1281164	8.6692749
T	50.1281095	8.6692615

type	latitude	longitude	name	desc
T	50.1263130	8.6660399	lastverisongraph	Length: 73.45 m (241 ft)
T	50.1263706	8.6665778
T	50.1266749	8.6664840

type	latitude	longitude	name	desc
T	50.1266749	8.6664840	lastverisongraph	Length: 9.381 m (30.78 ft)
T	50.1266801	8.6664786
T	50.1267558	8.6664491

type	latitude	longitude	name	desc
T	50.1279514	8.6660428	lastverisongraph	Length: 111.8 m (366.8 ft)
T	50.1279347	8.6660590
T	50.1279574	8.6660622
T	50.1277442	8.6667167
T	50.1277993	8.6672290
T	50.1276445	8.6672826

type	latitude	longitude	name	desc
T	50.1279347	8.6660590	lastverisongraph	Length: 128.2 m (420.6 ft)
T	50.1279815	8.6660729
T	50.1277631	8.6667113
T	50.1275551	8.6667945
T	50.1276445	8.6672826
T	50.1275487	8.6673258

type	latitude	longitude	name	desc
T	50.1315168	8.6684103	lastverisongraph	Length: 13.96 m (45.8 ft)
T	50.1315148	8.6684258
T	50.1315096	8.6685841
T	50.1315152	8.6686036

type	latitude	longitude	name	desc
T	50.1280931	8.6729260	lastverisongraph	Length: 147.7 m (484.6 ft)
T	50.1289133	8.6725859
T	50.1288153	8.6718564

type	latitude	longitude	name	desc
T	50.1271434	8.6658075	lastverisongraph	Length: 37.84 m (124.1 ft)
T	50.1272512	8.6657623
T	50.1272392	8.6656577
T	50.1270844	8.6657221

type	latitude	longitude	name	desc
T	50.1279051	8.6631380	lastverisongraph	Length: 90.28 m (296.2 ft)
T	50.1278322	8.6631725
T	50.1278872	8.6634514
T	50.1280041	8.6636419
T	50.1282036	8.6637921
T	50.1283222	8.6639074
T	50.1283396	8.6639086

type	latitude	longitude	name	desc
T	50.1273615	8.6733173	lastverisongraph	Length: 89.24 m (292.8 ft)
T	50.1273531	8.6733132
T	50.1278484	8.6729967
T	50.1280891	8.6729484
T	50.1280931	8.6729260

